Generations	Time	GTA+	GTA-
[1776]	time[1776]= 6.127373e+02	92356004	898291863
[1777]	time[1777]= 6.131106e+02	92351207	898295751
[1778]	time[1778]= 6.134836e+02	92347534	898300044
[1779]	time[1779]= 6.138566e+02	92344830	898302797
[1780]	time[1780]= 6.142295e+02	92342076	898305162
[1781]	time[1781]= 6.146027e+02	92338322	898308004
[1782]	time[1782]= 6.149767e+02	92335005	898312578
[1783]	time[1783]= 6.153496e+02	92330377	898316861
[1784]	time[1784]= 6.157225e+02	92327434	898320584
[1785]	time[1785]= 6.160960e+02	92324284	898324959
[1786]	time[1786]= 6.164699e+02	92320931	898328702
[1787]	time[1787]= 6.168431e+02	92317603	898332090
[1788]	time[1788]= 6.172165e+02	92314950	898336109
[1789]	time[1789]= 6.175898e+02	92312139	898339780
[1790]	time[1790]= 6.179639e+02	92309763	898342013
[1791]	time[1791]= 6.183371e+02	92306385	898346706
[1792]	time[1792]= 6.187106e+02	92302841	898350347
[1793]	time[1793]= 6.190837e+02	92298358	898354444
[1794]	time[1794]= 6.194564e+02	92293116	898359020
[1795]	time[1795]= 6.198295e+02	92288528	898364042
[1796]	time[1796]= 6.202034e+02	92285231	898366984
[1797]	time[1797]= 6.205773e+02	92281371	898371738
[1798]	time[1798]= 6.209510e+02	92279648	898375373
[1799]	time[1799]= 6.213241e+02	92276371	898378567
[1800]	time[1800]= 6.216975e+02	92273377	898382723
[1801]	time[1801]= 6.220711e+02	92268957	898386982
[1802]	time[1802]= 6.224441e+02	92267069	898390567
[1803]	time[1803]= 6.228180e+02	92264033	898394007
[1804]	time[1804]= 6.231923e+02	92260510	898398525
[1805]	time[1805]= 6.235663e+02	92257727	898401574
[1806]	time[1806]= 6.239400e+02	92253009	898406293
[1807]	time[1807]= 6.243142e+02	92250408	898409030
[1808]	time[1808]= 6.246882e+02	92246313	898411675
[1809]	time[1809]= 6.250625e+02	92242837	898415287
[1810]	time[1810]= 6.254360e+02	92240067	898418927
[1811]	time[1811]= 6.258108e+02	92237675	898422724
[1812]	time[1812]= 6.261845e+02	92233104	898427081
[1813]	time[1813]= 6.265584e+02	92230439	898429775
[1814]	time[1814]= 6.269322e+02	92227885	898432437
[1815]	time[1815]= 6.273062e+02	92223663	898436105
[1816]	time[1816]= 6.276802e+02	92221378	898439065
[1817]	time[1817]= 6.280534e+02	92218082	898443465
[1818]	time[1818]= 6.284273e+02	92215592	898445996
[1819]	time[1819]= 6.288023e+02	92213231	898448608
[1820]	time[1820]= 6.291766e+02	92210178	898451367
[1821]	time[1821]= 6.295506e+02	92207716	898454230
[1822]	time[1822]= 6.299242e+02	92205632	898457880
[1823]	time[1823]= 6.302982e+02	92204263	898460670
[1824]	time[1824]= 6.306725e+02	92202831	898462965
[1825]	time[1825]= 6.310469e+02	92199954	898466925
[1826]	time[1826]= 6.314213e+02	92196686	898472077
[1827]	time[1827]= 6.317953e+02	92194603	898475656
[1828]	time[1828]= 6.321693e+02	92191894	898477588
[1829]	time[1829]= 6.325432e+02	92188114	898481407
[1830]	time[1830]= 6.329176e+02	92184277	898485949
[1831]	time[1831]= 6.332911e+02	92180755	898489944
[1832]	time[1832]= 6.336654e+02	92176849	898494595
[1833]	time[1833]= 6.340398e+02	92173430	898498657
[1834]	time[1834]= 6.344131e+02	92170286	898502331
[1835]	time[1835]= 6.347868e+02	92165973	898506776
[1836]	time[1836]= 6.351609e+02	92160940	898510972
[1837]	time[1837]= 6.355354e+02	92157318	898514474
[1838]	time[1838]= 6.359101e+02	92153309	898518901
[1839]	time[1839]= 6.362839e+02	92150558	898522283
[1840]	time[1840]= 6.366577e+02	92147852	898523942
[1841]	time[1841]= 6.370315e+02	92145890	898526859
[1842]	time[1842]= 6.374057e+02	92141661	898531578
[1843]	time[1843]= 6.377799e+02	92137939	898535938
[1844]	time[1844]= 6.381542e+02	92134736	898539651
[1845]	time[1845]= 6.385279e+02	92131393	898543883
[1846]	time[1846]= 6.389026e+02	92127736	898547647
[1847]	time[1847]= 6.392764e+02	92123849	898552131
[1848]	time[1848]= 6.396503e+02	92120046	898554981
[1849]	time[1849]= 6.400247e+02	92116187	898558580
[1850]	time[1850]= 6.403990e+02	92111832	898563749
[1851]	time[1851]= 6.407740e+02	92108988	898567140
[1852]	time[1852]= 6.411489e+02	92105956	898570013
[1853]	time[1853]= 6.415231e+02	92102959	898573646
[1854]	time[1854]= 6.418975e+02	92099331	898577385
[1855]	time[1855]= 6.422714e+02	92096640	898580681
[1856]	time[1856]= 6.426456e+02	92093384	898582960
[1857]	time[1857]= 6.430204e+02	92089159	898586445
[1858]	time[1858]= 6.433948e+02	92086195	898590859
[1859]	time[1859]= 6.437697e+02	92082816	898594013
[1860]	time[1860]= 6.441441e+02	92079750	898597098
[1861]	time[1861]= 6.445193e+02	92079144	898599793
[1862]	time[1862]= 6.448934e+02	92075414	898604340
[1863]	time[1863]= 6.452674e+02	92072953	898606638
[1864]	time[1864]= 6.456417e+02	92069171	898610672
[1865]	time[1865]= 6.460167e+02	92066927	898612999
[1866]	time[1866]= 6.463916e+02	92062955	898618638
[1867]	time[1867]= 6.467659e+02	92059947	898620615
[1868]	time[1868]= 6.471406e+02	92055634	898625464
[1869]	time[1869]= 6.475151e+02	92052355	898629609
[1870]	time[1870]= 6.478898e+02	92049218	898633643
[1871]	time[1871]= 6.482642e+02	92045641	898637792
[1872]	time[1872]= 6.486386e+02	92042884	898641284
[1873]	time[1873]= 6.490135e+02	92039283	898645206
[1874]	time[1874]= 6.493882e+02	92035607	898647791
[1875]	time[1875]= 6.497627e+02	92033656	898651026
[1876]	time[1876]= 6.501374e+02	92029073	898655623
[1877]	time[1877]= 6.505119e+02	92024347	898660717
[1878]	time[1878]= 6.508864e+02	92021136	898663788
[1879]	time[1879]= 6.512610e+02	92016920	898667784
[1880]	time[1880]= 6.516360e+02	92013890	898672006
[1881]	time[1881]= 6.520105e+02	92010126	898676244
[1882]	time[1882]= 6.523856e+02	92006132	898679794
[1883]	time[1883]= 6.527600e+02	92003142	898681843
[1884]	time[1884]= 6.531343e+02	91999513	898684390
[1885]	time[1885]= 6.535087e+02	91997477	898686707
[1886]	time[1886]= 6.538838e+02	91994673	898689394
[1887]	time[1887]= 6.542584e+02	91992734	898692233
[1888]	time[1888]= 6.546331e+02	91989601	898694914
[1889]	time[1889]= 6.550081e+02	91986434	898698294
[1890]	time[1890]= 6.553828e+02	91984045	898703082
[1891]	time[1891]= 6.557572e+02	91980146	898707987
[1892]	time[1892]= 6.561321e+02	91978252	898710972
[1893]	time[1893]= 6.565066e+02	91975831	898713797
[1894]	time[1894]= 6.568815e+02	91972569	898717938
[1895]	time[1895]= 6.572563e+02	91969679	898721146
[1896]	time[1896]= 6.576315e+02	91965819	898724365
[1897]	time[1897]= 6.580065e+02	91963228	898728013
[1898]	time[1898]= 6.583816e+02	91961365	898730928
[1899]	time[1899]= 6.587567e+02	91957752	898734777
[1900]	time[1900]= 6.591309e+02	91956321	898737288
[1901]	time[1901]= 6.595061e+02	91953578	898742199
[1902]	time[1902]= 6.598808e+02	91949797	898745589
[1903]	time[1903]= 6.602559e+02	91945019	898751584
[1904]	time[1904]= 6.606303e+02	91941194	898755435
[1905]	time[1905]= 6.610054e+02	91937520	898758937
[1906]	time[1906]= 6.613803e+02	91933420	898762068
[1907]	time[1907]= 6.617555e+02	91929886	898765674
[1908]	time[1908]= 6.621300e+02	91924955	898770115
[1909]	time[1909]= 6.625054e+02	91919433	898775858
[1910]	time[1910]= 6.628800e+02	91915560	898778870
[1911]	time[1911]= 6.632549e+02	91912037	898783205
[1912]	time[1912]= 6.636300e+02	91907961	898787746
[1913]	time[1913]= 6.640050e+02	91903666	898791430
[1914]	time[1914]= 6.643803e+02	91899588	898796984
[1915]	time[1915]= 6.647548e+02	91896551	898800359
[1916]	time[1916]= 6.651293e+02	91894388	898802915
[1917]	time[1917]= 6.655040e+02	91889780	898806628
[1918]	time[1918]= 6.658792e+02	91887051	898809773
[1919]	time[1919]= 6.662543e+02	91884708	898812486
[1920]	time[1920]= 6.666291e+02	91881596	898815024
[1921]	time[1921]= 6.670039e+02	91877295	898819305
[1922]	time[1922]= 6.673787e+02	91874934	898822333
[1923]	time[1923]= 6.677538e+02	91871026	898826168
[1924]	time[1924]= 6.681290e+02	91868035	898829676
[1925]	time[1925]= 6.685038e+02	91864947	898832540
[1926]	time[1926]= 6.688794e+02	91860604	898837309
[1927]	time[1927]= 6.692553e+02	91857685	898841741
[1928]	time[1928]= 6.696311e+02	91855317	898845370
[1929]	time[1929]= 6.700065e+02	91851967	898848151
[1930]	time[1930]= 6.703814e+02	91849420	898852199
[1931]	time[1931]= 6.707561e+02	91843563	898858186
[1932]	time[1932]= 6.711319e+02	91840713	898861361
[1933]	time[1933]= 6.715072e+02	91836869	898865012
[1934]	time[1934]= 6.718830e+02	91834530	898868334
[1935]	time[1935]= 6.722582e+02	91830801	898873143
[1936]	time[1936]= 6.726334e+02	91827897	898877151
[1937]	time[1937]= 6.730085e+02	91824741	898880632
[1938]	time[1938]= 6.733842e+02	91820288	898884638
[1939]	time[1939]= 6.737600e+02	91816448	898889651
[1940]	time[1940]= 6.741354e+02	91813321	898894510
[1941]	time[1941]= 6.745106e+02	91811769	898897980
[1942]	time[1942]= 6.748864e+02	91807976	898900363
[1943]	time[1943]= 6.752619e+02	91804559	898904290
[1944]	time[1944]= 6.756375e+02	91801220	898908219
[1945]	time[1945]= 6.760135e+02	91798449	898911080
[1946]	time[1946]= 6.763885e+02	91795230	898915372
[1947]	time[1947]= 6.767646e+02	91790267	898918830
[1948]	time[1948]= 6.771406e+02	91787624	898922091
[1949]	time[1949]= 6.775163e+02	91783196	898926846
[1950]	time[1950]= 6.778920e+02	91780497	898930642
[1951]	time[1951]= 6.782676e+02	91777478	898933688
[1952]	time[1952]= 6.786432e+02	91773915	898937563
[1953]	time[1953]= 6.790189e+02	91769014	898941421
[1954]	time[1954]= 6.793942e+02	91765832	898944796
[1955]	time[1955]= 6.797696e+02	91763156	898948202
[1956]	time[1956]= 6.801445e+02	91760403	898951780
[1957]	time[1957]= 6.805200e+02	91756999	898955230
[1958]	time[1958]= 6.808964e+02	91754168	898959520
[1959]	time[1959]= 6.812724e+02	91751319	898963220
[1960]	time[1960]= 6.816487e+02	91749784	898966246
[1961]	time[1961]= 6.820249e+02	91747421	898968927
[1962]	time[1962]= 6.824011e+02	91744288	898973206
[1963]	time[1963]= 6.827770e+02	91742542	898976105
[1964]	time[1964]= 6.831529e+02	91738524	898980254
[1965]	time[1965]= 6.835289e+02	91736909	898983563
[1966]	time[1966]= 6.839046e+02	91733577	898987623
[1967]	time[1967]= 6.842814e+02	91730048	898989611
[1968]	time[1968]= 6.846571e+02	91726459	898992885
[1969]	time[1969]= 6.850335e+02	91725492	898996120
[1970]	time[1970]= 6.854095e+02	91722245	898999942
[1971]	time[1971]= 6.857850e+02	91719649	899004243
[1972]	time[1972]= 6.861612e+02	91715992	899008094
[1973]	time[1973]= 6.865367e+02	91712933	899009666
[1974]	time[1974]= 6.869121e+02	91708880	899013692
[1975]	time[1975]= 6.872887e+02	91704620	899017981
[1976]	time[1976]= 6.876649e+02	91700510	899022470
[1977]	time[1977]= 6.880408e+02	91696201	899026250
[1978]	time[1978]= 6.884172e+02	91692787	899029802
[1979]	time[1979]= 6.887932e+02	91690016	899032137
[1980]	time[1980]= 6.891688e+02	91686427	899035850
[1981]	time[1981]= 6.895448e+02	91681009	899039992
[1982]	time[1982]= 6.899210e+02	91676393	899044195
[1983]	time[1983]= 6.902969e+02	91672391	899048535
[1984]	time[1984]= 6.906721e+02	91667896	899053327
[1985]	time[1985]= 6.910485e+02	91664600	899057036
[1986]	time[1986]= 6.914246e+02	91662758	899059066
[1987]	time[1987]= 6.917997e+02	91659194	899062553
[1988]	time[1988]= 6.921757e+02	91656446	899065600
[1989]	time[1989]= 6.925517e+02	91651548	899069953
[1990]	time[1990]= 6.929279e+02	91649437	899073551
[1991]	time[1991]= 6.933037e+02	91646217	899076000
[1992]	time[1992]= 6.936804e+02	91643177	899079054
[1993]	time[1993]= 6.940568e+02	91639907	899082553
[1994]	time[1994]= 6.944331e+02	91637121	899085863
[1995]	time[1995]= 6.948092e+02	91634424	899088531
[1996]	time[1996]= 6.951854e+02	91631382	899091759
[1997]	time[1997]= 6.955615e+02	91627417	899096211
[1998]	time[1998]= 6.959377e+02	91624784	899099762
[1999]	time[1999]= 6.963139e+02	91622032	899103047
[2000]	time[2000]= 6.966899e+02	91618304	899107389
[2001]	time[2001]= 6.970657e+02	91614818	899110426
[2002]	time[2002]= 6.974416e+02	91610142	899114829
[2003]	time[2003]= 6.978172e+02	91607305	899118590
[2004]	time[2004]= 6.981932e+02	91604238	899123391
[2005]	time[2005]= 6.985700e+02	91600020	899128314
[2006]	time[2006]= 6.989457e+02	91597930	899131395
[2007]	time[2007]= 6.993216e+02	91595280	899133550
[2008]	time[2008]= 6.996978e+02	91591867	899137578
[2009]	time[2009]= 7.000741e+02	91587904	899142725
[2010]	time[2010]= 7.004512e+02	91586001	899144067
[2011]	time[2011]= 7.008278e+02	91583630	899146521
[2012]	time[2012]= 7.012041e+02	91580881	899150188
[2013]	time[2013]= 7.015806e+02	91576769	899153738
[2014]	time[2014]= 7.019568e+02	91573615	899158134
[2015]	time[2015]= 7.023328e+02	91569487	899162682
[2016]	time[2016]= 7.027089e+02	91565943	899167365
[2017]	time[2017]= 7.030849e+02	91561247	899172024
[2018]	time[2018]= 7.034609e+02	91558062	899175231
[2019]	time[2019]= 7.038378e+02	91554892	899178604
[2020]	time[2020]= 7.042137e+02	91551706	899181213
[2021]	time[2021]= 7.045895e+02	91547214	899185736
[2022]	time[2022]= 7.049666e+02	91543376	899189885
[2023]	time[2023]= 7.053431e+02	91541284	899192582
[2024]	time[2024]= 7.057197e+02	91537571	899195851
[2025]	time[2025]= 7.060962e+02	91533290	899200281
[2026]	time[2026]= 7.064733e+02	91528391	899205821
[2027]	time[2027]= 7.068505e+02	91524796	899209526
[2028]	time[2028]= 7.072267e+02	91521549	899212617
[2029]	time[2029]= 7.076045e+02	91518378	899216213
[2030]	time[2030]= 7.079809e+02	91515030	899220244
[2031]	time[2031]= 7.083573e+02	91511698	899224250
[2032]	time[2032]= 7.087334e+02	91507153	899229842
[2033]	time[2033]= 7.091108e+02	91504219	899234505
[2034]	time[2034]= 7.094871e+02	91500301	899238307
[2035]	time[2035]= 7.098649e+02	91496357	899242286
[2036]	time[2036]= 7.102407e+02	91492884	899247172
[2037]	time[2037]= 7.106171e+02	91489368	899251398
[2038]	time[2038]= 7.109944e+02	91486287	899255008
[2039]	time[2039]= 7.113711e+02	91481866	899258596
[2040]	time[2040]= 7.117475e+02	91479344	899262137
[2041]	time[2041]= 7.121241e+02	91476580	899265793
[2042]	time[2042]= 7.125011e+02	91472517	899268993
[2043]	time[2043]= 7.128778e+02	91469203	899272618
[2044]	time[2044]= 7.132551e+02	91466149	899276459
[2045]	time[2045]= 7.136321e+02	91462817	899279648
[2046]	time[2046]= 7.140093e+02	91459506	899282156
[2047]	time[2047]= 7.143860e+02	91455253	899285131
[2048]	time[2048]= 7.147621e+02	91452501	899288793
[2049]	time[2049]= 7.151383e+02	91449022	899292979
[2050]	time[2050]= 7.155153e+02	91445783	899296748
[2051]	time[2051]= 7.158916e+02	91442008	899302060
[2052]	time[2052]= 7.162687e+02	91438691	899305507
[2053]	time[2053]= 7.166456e+02	91435438	899308953
[2054]	time[2054]= 7.170236e+02	91432056	899312800
[2055]	time[2055]= 7.174001e+02	91430381	899316098
[2056]	time[2056]= 7.177773e+02	91426498	899320511
[2057]	time[2057]= 7.181544e+02	91423021	899324339
[2058]	time[2058]= 7.185318e+02	91419370	899328409
[2059]	time[2059]= 7.189085e+02	91416306	899332355
[2060]	time[2060]= 7.192856e+02	91413289	899335693
[2061]	time[2061]= 7.196626e+02	91410679	899338421
[2062]	time[2062]= 7.200405e+02	91407064	899342294
[2063]	time[2063]= 7.204176e+02	91404265	899347563
[2064]	time[2064]= 7.207950e+02	91400404	899351235
[2065]	time[2065]= 7.211719e+02	91398264	899353854
[2066]	time[2066]= 7.215495e+02	91395315	899356423
[2067]	time[2067]= 7.219257e+02	91391673	899360307
[2068]	time[2068]= 7.223028e+02	91390265	899363738
[2069]	time[2069]= 7.226797e+02	91386315	899368724
[2070]	time[2070]= 7.230570e+02	91382973	899372163
[2071]	time[2071]= 7.234341e+02	91380129	899375757
[2072]	time[2072]= 7.238110e+02	91375483	899379073
[2073]	time[2073]= 7.241877e+02	91372880	899382675
[2074]	time[2074]= 7.245654e+02	91370353	899386446
[2075]	time[2075]= 7.249426e+02	91367180	899390477
[2076]	time[2076]= 7.253196e+02	91362186	899394709
[2077]	time[2077]= 7.256969e+02	91359511	899396767
[2078]	time[2078]= 7.260746e+02	91355138	899401299
[2079]	time[2079]= 7.264520e+02	91351323	899405549
[2080]	time[2080]= 7.268295e+02	91348060	899409640
[2081]	time[2081]= 7.272070e+02	91344688	899413079
[2082]	time[2082]= 7.275842e+02	91341171	899415515
[2083]	time[2083]= 7.279619e+02	91339470	899417324
[2084]	time[2084]= 7.283400e+02	91336091	899419932
[2085]	time[2085]= 7.287172e+02	91333123	899423337
[2086]	time[2086]= 7.290948e+02	91328844	899427682
[2087]	time[2087]= 7.294721e+02	91326082	899431249
[2088]	time[2088]= 7.298496e+02	91322148	899436214
[2089]	time[2089]= 7.302270e+02	91319576	899439646
[2090]	time[2090]= 7.306045e+02	91317464	899441899
[2091]	time[2091]= 7.309820e+02	91313155	899446419
[2092]	time[2092]= 7.313595e+02	91309301	899449744
[2093]	time[2093]= 7.317365e+02	91307621	899452047
[2094]	time[2094]= 7.321144e+02	91303423	899455921
[2095]	time[2095]= 7.324915e+02	91301167	899458563
[2096]	time[2096]= 7.328691e+02	91298309	899462127
[2097]	time[2097]= 7.332464e+02	91294166	899465883
[2098]	time[2098]= 7.336244e+02	91291291	899468998
[2099]	time[2099]= 7.340019e+02	91288540	899472521
[2100]	time[2100]= 7.343795e+02	91285267	899475408
[2101]	time[2101]= 7.347570e+02	91282623	899478531
[2102]	time[2102]= 7.351349e+02	91279524	899481474
[2103]	time[2103]= 7.355130e+02	91275775	899485279
[2104]	time[2104]= 7.358909e+02	91272128	899489047
[2105]	time[2105]= 7.362678e+02	91270894	899491863
[2106]	time[2106]= 7.366455e+02	91268175	899495911
[2107]	time[2107]= 7.370229e+02	91263352	899500840
[2108]	time[2108]= 7.374008e+02	91260616	899505088
[2109]	time[2109]= 7.377781e+02	91256690	899509326
[2110]	time[2110]= 7.381556e+02	91252707	899514186
[2111]	time[2111]= 7.385337e+02	91248093	899518435
[2112]	time[2112]= 7.389114e+02	91245727	899520345
[2113]	time[2113]= 7.392887e+02	91240529	899524041
[2114]	time[2114]= 7.396665e+02	91238263	899526902
[2115]	time[2115]= 7.400446e+02	91235023	899531863
[2116]	time[2116]= 7.404227e+02	91231708	899535553
[2117]	time[2117]= 7.408011e+02	91230022	899538967
[2118]	time[2118]= 7.411792e+02	91227030	899542550
[2119]	time[2119]= 7.415570e+02	91222305	899545814
[2120]	time[2120]= 7.419348e+02	91220184	899548954
[2121]	time[2121]= 7.423131e+02	91216949	899552147
[2122]	time[2122]= 7.426911e+02	91214195	899556611
[2123]	time[2123]= 7.430690e+02	91210696	899559638
[2124]	time[2124]= 7.434468e+02	91207172	899562665
[2125]	time[2125]= 7.438250e+02	91204158	899565752
[2126]	time[2126]= 7.442025e+02	91201203	899569635
[2127]	time[2127]= 7.445811e+02	91197802	899573019
[2128]	time[2128]= 7.449588e+02	91195193	899576656
[2129]	time[2129]= 7.453369e+02	91193580	899579571
[2130]	time[2130]= 7.457150e+02	91190664	899581872
[2131]	time[2131]= 7.460939e+02	91187688	899584169
[2132]	time[2132]= 7.464722e+02	91184530	899587068
[2133]	time[2133]= 7.468503e+02	91182081	899590114
[2134]	time[2134]= 7.472284e+02	91176888	899593543
[2135]	time[2135]= 7.476068e+02	91173638	899596016
[2136]	time[2136]= 7.479846e+02	91170908	899600300
[2137]	time[2137]= 7.483624e+02	91167605	899603588
[2138]	time[2138]= 7.487409e+02	91163652	899607744
[2139]	time[2139]= 7.491194e+02	91160983	899611630
[2140]	time[2140]= 7.494977e+02	91159003	899614352
[2141]	time[2141]= 7.498752e+02	91155381	899617589
[2142]	time[2142]= 7.502530e+02	91153299	899619806
[2143]	time[2143]= 7.506306e+02	91149604	899624449
[2144]	time[2144]= 7.510087e+02	91146412	899628459
[2145]	time[2145]= 7.513865e+02	91144083	899631853
[2146]	time[2146]= 7.517650e+02	91141245	899636319
[2147]	time[2147]= 7.521430e+02	91136488	899639888
[2148]	time[2148]= 7.525211e+02	91132547	899644040
[2149]	time[2149]= 7.529006e+02	91129444	899648235
[2150]	time[2150]= 7.532792e+02	91125380	899651871
[2151]	time[2151]= 7.536578e+02	91121040	899656415
[2152]	time[2152]= 7.540350e+02	91118583	899658865
[2153]	time[2153]= 7.544130e+02	91114461	899662176
[2154]	time[2154]= 7.547918e+02	91112322	899665336
[2155]	time[2155]= 7.551699e+02	91108390	899669291
[2156]	time[2156]= 7.555485e+02	91106246	899672407
[2157]	time[2157]= 7.559266e+02	91103306	899676013
[2158]	time[2158]= 7.563052e+02	91100723	899679720
[2159]	time[2159]= 7.566832e+02	91097176	899683794
